email,veracidade,email_length,local_length,has_number,num_dots,num_unders,num_hyph,unique_ratio,alpha_ratio,digit_ratio,domain,domain_popular,domain_suspicious
1376707@mailinator.com,0,22,7,1,0,0,0,0.714,0.0,1.0,mailinator.com,0,1
40797267427@trashmail.com,0,25,11,1,0,0,0,0.545,0.0,1.0,trashmail.com,0,1
aline-nascimento@outlook.co,0,27,16,0,0,0,1,0.688,0.938,0.0,outlook.co,0,1
laura57@icloud.com,1,18,7,1,0,0,0,0.857,0.714,0.286,icloud.com,1,0
x64biw@tempmail.com,0,19,6,1,0,0,0,1.0,0.667,0.333,tempmail.com,0,1
giorgia@outlook.com,1,19,7,0,0,0,0,0.714,1.0,0.0,outlook.com,1,0
beatriz-souza@outlook.co,1,24,13,0,0,0,1,0.846,0.923,0.0,outlook.co,0,1
example333@10minutemail.com,0,27,10,1,0,0,0,0.7,0.7,0.3,10minutemail.com,0,1
carlos.araujo@hotmail.com,1,25,13,0,1,0,0,0.692,0.923,0.0,hotmail.com,1,0
684962125496@mailme.one,0,23,12,1,0,0,0,0.583,0.0,1.0,mailme.one,0,1
gf2fxx9xjue6ih@mailtemp.org,0,27,14,1,0,0,0,0.786,0.786,0.214,mailtemp.org,0,1
034701@trashmail.com,0,20,6,1,0,0,0,0.833,0.0,1.0,trashmail.com,0,1
henrique_moreira@bol.com.br,1,27,16,0,0,1,0,0.688,0.938,0.0,bol.com.br,1,0
user543@mailnow.org,0,19,7,1,0,0,0,1.0,0.571,0.429,mailnow.org,0,1
luana53@hotmail.com,1,19,7,1,0,0,0,0.857,0.714,0.286,hotmail.com,1,0
rodrigo@yahoo.com,1,17,7,0,0,0,0,0.714,1.0,0.0,yahoo.com,1,0
sofia.alves@uol.com.br,1,22,11,0,1,0,0,0.818,0.909,0.0,uol.com.br,1,0
giorgia.barros@tempmail.com,0,27,14,0,1,0,0,0.571,0.929,0.0,tempmail.com,0,1
nicolas@gmail.co,1,16,7,0,0,0,0,1.0,1.0,0.0,gmail.co,0,1
arsjt-or@mailinator.com,0,23,8,0,0,0,1,0.875,0.875,0.0,mailinator.com,0,1
csantos@mailtemp.org,0,20,7,0,0,0,0,0.857,1.0,0.0,mailtemp.org,0,1
paula-ferreira.jr@gmx.com,1,25,17,0,1,0,1,0.647,0.882,0.0,gmx.com,0,1
nicolas-alves@disposablemail.com,0,32,13,0,0,0,1,0.769,0.923,0.0,disposablemail.com,0,1
hgomes@hotmial.com,1,18,6,0,0,0,0,1.0,1.0,0.0,hotmial.com,0,1
aline_silva@yopmail.com,0,23,11,0,0,1,0,0.727,0.909,0.0,yopmail.com,0,1
paulao.souza@aol.com,1,20,12,0,1,0,0,0.667,0.917,0.0,aol.com,1,0
np8kaiwjwxyo@yopmail.com,0,24,12,1,0,0,0,0.917,0.917,0.083,yopmail.com,0,1
nmoura@gmail.co,1,15,6,0,0,0,0,1.0,1.0,0.0,gmail.co,0,1
6h52mj13m7pc5@disposablemail.com,0,32,13,1,0,0,0,0.846,0.462,0.538,disposablemail.com,0,1
9982810588@guerrillamail.com,0,28,10,1,0,0,0,0.6,0.0,1.0,guerrillamail.com,0,1
juliana-pereira@yaho.com,1,24,15,0,0,0,1,0.667,0.933,0.0,yaho.com,0,1
maria-silva@icloud.com,1,22,11,0,0,0,1,0.727,0.909,0.0,icloud.com,1,0
aline.assis@mailme.one,0,22,11,0,1,0,0,0.636,0.909,0.0,mailme.one,0,1
antonio-mendes@hotmial.com,1,26,14,0,0,0,1,0.714,0.929,0.0,hotmial.com,0,1
3582914@mailcatch.com,0,21,7,1,0,0,0,1.0,0.0,1.0,mailcatch.com,0,1
rribeiro@mailme.one,0,19,8,0,0,0,0,0.625,1.0,0.0,mailme.one,0,1
qd2fwxjx@randommail.xyz,0,23,8,1,0,0,0,0.875,0.875,0.125,randommail.xyz,0,1
784716329@10minutemail.com,0,26,9,1,0,0,0,0.889,0.0,1.0,10minutemail.com,0,1
paula.mendes@spammail.net,0,25,12,0,1,0,0,0.833,0.917,0.0,spammail.net,0,1
lucas@bol.com.br,1,16,5,0,0,0,0,1.0,1.0,0.0,bol.com.br,1,0
carlos82@yaho.com,0,17,8,1,0,0,0,1.0,0.75,0.25,yaho.com,0,1
aline84@outlook.com,1,19,7,1,0,0,0,1.0,0.714,0.286,outlook.com,1,0
beatriz_pires@gmaill.com,1,24,13,0,0,1,0,0.769,0.923,0.0,gmaill.com,0,1
carlos_barros.jr@terra.com.br,1,29,16,0,1,1,0,0.625,0.875,0.0,terra.com.br,1,0
clara33@hotmial.com,1,19,7,1,0,0,0,0.714,0.714,0.286,hotmial.com,0,1
example376@yopmail.com,0,22,10,1,0,0,0,0.9,0.7,0.3,yopmail.com,0,1
luana_leite@yahoo.com,1,21,11,0,0,1,0,0.727,0.909,0.0,yahoo.com,1,0
rodrigo-pereira@yopmail.com,0,27,15,0,0,0,1,0.6,0.933,0.0,yopmail.com,0,1
vltx1ppv@spammail.net,0,21,8,1,0,0,0,0.75,0.875,0.125,spammail.net,0,1
juliana_martins@protonmail.com,1,30,15,0,0,1,0,0.733,0.933,0.0,protonmail.com,1,0
mateus_pereira@bol.com.br,1,25,14,0,0,1,0,0.714,0.929,0.0,bol.com.br,1,0
joao-leite@icloud.com,1,21,10,0,0,0,1,0.8,0.9,0.0,icloud.com,1,0
juliana_moreira@mailnow.org,1,27,15,0,0,1,0,0.733,0.933,0.0,mailnow.org,0,1
sofia_silva@live.com,1,20,11,0,0,1,0,0.727,0.909,0.0,live.com,1,0
95g2-d4-_1f@mailinator.com,0,26,11,1,0,1,2,0.909,0.273,0.455,mailinator.com,0,1
luana.silva@mailinator.com,0,26,11,0,1,0,0,0.727,0.909,0.0,mailinator.com,0,1
roberto@outlok.com,1,18,7,0,0,0,0,0.714,1.0,0.0,outlok.com,0,1
833670@spammail.net,0,19,6,1,0,0,0,0.833,0.0,1.0,spammail.net,0,1
mmoura@gmaill.com,1,17,6,0,0,0,0,0.833,1.0,0.0,gmaill.com,0,1
eduardo394@outlook.com,1,22,10,1,0,0,0,0.9,0.7,0.3,outlook.com,1,0
sandra_mendes@disposablemail.com,0,32,13,0,0,1,0,0.615,0.923,0.0,disposablemail.com,0,1
carlos324@fake-mail.net,0,23,9,1,0,0,0,1.0,0.667,0.333,fake-mail.net,0,1
gmendes@hotmail.com,1,19,7,0,0,0,0,0.857,1.0,0.0,hotmail.com,1,0
bruno26@aol.com,1,15,7,1,0,0,0,1.0,0.714,0.286,aol.com,1,0
gmoura@protonmail.com,1,21,6,0,0,0,0,1.0,1.0,0.0,protonmail.com,1,0
aline@gmail.com,1,15,5,0,0,0,0,1.0,1.0,0.0,gmail.com,1,0
nicolas.nascimento@outlook.co,1,29,18,0,1,0,0,0.611,0.944,0.0,outlook.co,0,1
fernando_borges.jr@outlook.com,1,30,18,0,1,1,0,0.722,0.889,0.0,outlook.com,1,0
9667460941@mailtemp.org,0,23,10,1,0,0,0,0.6,0.0,1.0,mailtemp.org,0,1
marcos-martins@outlook.co,0,25,14,0,0,0,1,0.714,0.929,0.0,outlook.co,0,1
77856@10minutemail.com,0,22,5,1,0,0,0,0.8,0.0,1.0,10minutemail.com,0,1
clara@terra.com.br,1,18,5,0,0,0,0,0.8,1.0,0.0,terra.com.br,1,0
amoura@gmail.co,1,15,6,0,0,0,0,0.833,1.0,0.0,gmail.co,0,1
camila.martins@tempmail.co,1,26,14,0,1,0,0,0.714,0.929,0.0,tempmail.co,0,1
felipe.costa@guerrillamail.com,0,30,12,0,1,0,0,0.917,0.917,0.0,guerrillamail.com,0,1
laura@yopmail.com,0,17,5,0,0,0,0,0.8,1.0,0.0,yopmail.com,0,1
rafael730@outlok.com,1,20,9,1,0,0,0,0.889,0.667,0.333,outlok.com,0,1
lucas@yopmail.com,0,17,5,0,0,0,0,1.0,1.0,0.0,yopmail.com,0,1
bruno_vieira@hotmial.com,1,24,12,0,0,1,0,0.833,0.917,0.0,hotmial.com,0,1
mariana-leite@gmail.com,1,23,13,0,0,0,1,0.692,0.923,0.0,gmail.com,1,0
7532591873@fake-mail.net,0,24,10,1,0,0,0,0.7,0.0,1.0,fake-mail.net,0,1
5ezkjs7mq@tempmail.co,0,21,9,1,0,0,0,1.0,0.778,0.222,tempmail.co,0,1
luana.jr@gmx.com,0,16,8,0,1,0,0,0.875,0.875,0.0,gmx.com,0,1
3205906@10minutemail.com,0,24,7,1,0,0,0,0.857,0.0,1.0,10minutemail.com,0,1
aline395@trashmail.com,0,22,8,1,0,0,0,1.0,0.625,0.375,trashmail.com,0,1
mnascimento@yahoo.com,1,21,11,0,0,0,0,0.818,1.0,0.0,yahoo.com,1,0
41942961@randommail.xyz,0,23,8,1,0,0,0,0.625,0.0,1.0,randommail.xyz,0,1
mateus.rocha@gmail.co,1,21,12,0,1,0,0,0.917,0.917,0.0,gmail.co,0,1
paula972@outlook.co,1,19,8,1,0,0,0,0.875,0.625,0.375,outlook.co,0,1
paula.ribeiro@gmaill.com,1,24,13,0,1,0,0,0.769,0.923,0.0,gmaill.com,0,1
isabela_antunes.jr@10minutemail.com,1,35,18,0,1,1,0,0.722,0.889,0.0,10minutemail.com,0,1
r6zebcvf6fovk@guerrillamail.com,0,31,13,1,0,0,0,0.769,0.846,0.154,guerrillamail.com,0,1
pborges@outlok.com,1,18,7,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
753589268634@mailnow.org,0,24,12,1,0,0,0,0.667,0.0,1.0,mailnow.org,0,1
vitoria.souza@guerrillamail.com,1,31,13,0,1,0,0,0.769,0.923,0.0,guerrillamail.com,0,1
gabriel-alves.x@spammail.net,0,28,15,0,1,0,1,0.8,0.867,0.0,spammail.net,0,1
mailuser889@mailinator.com,0,26,11,1,0,0,0,0.909,0.727,0.273,mailinator.com,0,1
example841@tempmail.com,0,23,10,1,0,0,0,0.9,0.7,0.3,tempmail.com,0,1
879809478@mailtemp.org,0,22,9,1,0,0,0,0.556,0.0,1.0,mailtemp.org,0,1
fernando-gomes@randommail.xyz,0,29,14,0,0,0,1,0.786,0.929,0.0,randommail.xyz,0,1
paula36.x@gmail.co,1,18,9,1,1,0,0,0.889,0.667,0.222,gmail.co,0,1
vitoria.silva@protonmail.com,1,28,13,0,1,0,0,0.692,0.923,0.0,protonmail.com,1,0
ana12@hotmail.com,1,17,5,1,0,0,0,0.8,0.6,0.4,hotmail.com,1,0
example207@tempmail.co,0,22,10,1,0,0,0,0.9,0.7,0.3,tempmail.co,0,1
80701474@mailme.one,0,19,8,1,0,0,0,0.625,0.0,1.0,mailme.one,0,1
marcos-araujo@outlook.co,0,24,13,0,0,0,1,0.692,0.923,0.0,outlook.co,0,1
08022179@mailinator.com,0,23,8,1,0,0,0,0.75,0.0,1.0,mailinator.com,0,1
fsp8ybzm4y@randommail.xyz,0,25,10,1,0,0,0,0.9,0.8,0.2,randommail.xyz,0,1
luana@10minutemail.com,0,22,5,0,0,0,0,0.8,1.0,0.0,10minutemail.com,0,1
725650045@tempmail.co,0,21,9,1,0,0,0,0.667,0.0,1.0,tempmail.co,0,1
aline_carvalho@bol.com.br,1,25,14,0,0,1,0,0.786,0.929,0.0,bol.com.br,1,0
felipe.barros.x@yaho.com,1,24,15,0,2,0,0,0.8,0.867,0.0,yaho.com,0,1
rodrigo_souza@randommail.xyz,0,28,13,0,0,1,0,0.769,0.923,0.0,randommail.xyz,0,1
lucas-pereira@tempmail.com,1,26,13,0,0,0,1,0.769,0.923,0.0,tempmail.com,0,1
joao.pires@bol.com.br,1,21,10,0,1,0,0,0.9,0.9,0.0,bol.com.br,1,0
ana-ferreira@disposablemail.com,1,31,12,0,0,0,1,0.583,0.917,0.0,disposablemail.com,0,1
tpseywr7oxnw@tempmail.co,0,24,12,1,0,0,0,0.917,0.917,0.083,tempmail.co,0,1
sofia658@icloud.com,1,19,8,1,0,0,0,1.0,0.625,0.375,icloud.com,1,0
isabela_rodrigues@tempmail.co,0,29,17,0,0,1,0,0.706,0.941,0.0,tempmail.co,0,1
paula@outlook.com,1,17,5,0,0,0,0,0.8,1.0,0.0,outlook.com,1,0
andre@trashmail.com,0,19,5,0,0,0,0,1.0,1.0,0.0,trashmail.com,0,1
mateus-nascimento@hotmail.com,1,29,17,0,0,0,1,0.647,0.941,0.0,hotmail.com,1,0
aassis@mailinator.com,0,21,6,0,0,0,0,0.5,1.0,0.0,mailinator.com,0,1
57525028657@mailnow.org,0,23,11,1,0,0,0,0.545,0.0,1.0,mailnow.org,0,1
fernando1@mailinator.com,1,24,9,1,0,0,0,0.889,0.889,0.111,mailinator.com,0,1
aantunes@yaho.com,1,17,8,0,0,0,0,0.75,1.0,0.0,yaho.com,0,1
gabriel.nascimento@hotmial.com,1,30,18,0,1,0,0,0.778,0.944,0.0,hotmial.com,0,1
beatriz-cunha@spammail.net,0,26,13,0,0,0,1,0.923,0.923,0.0,spammail.net,0,1
21ihyaukl@trashmail.com,0,23,9,1,0,0,0,1.0,0.778,0.222,trashmail.com,0,1
6roczq1fzx@spammail.net,0,23,10,1,0,0,0,0.9,0.8,0.2,spammail.net,0,1
debora-borges@mailtemp.org,0,26,13,0,0,0,1,0.692,0.923,0.0,mailtemp.org,0,1
henrique-mendes@outlook.com,1,27,15,0,0,0,1,0.733,0.933,0.0,outlook.com,1,0
beatriz755@yaho.com,1,19,10,1,0,0,0,0.9,0.7,0.3,yaho.com,0,1
fernando-pereira@yahoo.com,1,26,16,0,0,0,1,0.625,0.938,0.0,yahoo.com,1,0
v1kgvxlobiclw2@yopmail.com,0,26,14,1,0,0,0,0.857,0.857,0.143,yopmail.com,0,1
aline43@mailcatch.com,0,21,7,1,0,0,0,1.0,0.714,0.286,mailcatch.com,0,1
fernando-vieira@yahoo.com,1,25,15,0,0,0,1,0.667,0.933,0.0,yahoo.com,1,0
vua1s040s9ob@mailcatch.com,0,26,12,1,0,0,0,0.833,0.583,0.417,mailcatch.com,0,1
maria82@mailnow.org,0,19,7,1,0,0,0,0.857,0.714,0.286,mailnow.org,0,1
thiago16.x@gmaill.com,0,21,10,1,1,0,0,1.0,0.7,0.2,gmaill.com,0,1
rodrigo16@gmaill.com,0,20,9,1,0,0,0,0.778,0.778,0.222,gmaill.com,0,1
paula12@fake-mail.net,0,21,7,1,0,0,0,0.857,0.714,0.286,fake-mail.net,0,1
felipe_lima@protonmail.com,1,26,11,0,0,1,0,0.727,0.909,0.0,protonmail.com,1,0
19070964088@trashmail.com,0,25,11,1,0,0,0,0.636,0.0,1.0,trashmail.com,0,1
q3q5pcnil8472q@10minutemail.com,0,31,14,1,0,0,0,0.857,0.571,0.429,10minutemail.com,0,1
henrique64@live.com,1,19,10,1,0,0,0,0.9,0.8,0.2,live.com,1,0
laura_santos@live.com,1,21,12,0,0,1,0,0.75,0.917,0.0,live.com,1,0
eduardo-assis@mailtemp.org,0,26,13,0,0,0,1,0.692,0.923,0.0,mailtemp.org,0,1
gustavo@uol.com.br,1,18,7,0,0,0,0,1.0,1.0,0.0,uol.com.br,1,0
abc157@tempmail.co,0,18,6,1,0,0,0,1.0,0.5,0.5,tempmail.co,0,1
antonio-cunha@yaho.com,1,22,13,0,0,0,1,0.692,0.923,0.0,yaho.com,0,1
laura-moura@gmail.co,0,20,11,0,0,0,1,0.636,0.909,0.0,gmail.co,0,1
jaraujo@gmail.co,1,16,7,0,0,0,0,0.714,1.0,0.0,gmail.co,0,1
mariana25@10minutemail.com,0,26,9,1,0,0,0,0.778,0.778,0.222,10minutemail.com,0,1
beatriz-silva@outlok.com,1,24,13,0,0,0,1,0.846,0.923,0.0,outlok.com,0,1
user847@spammail.net,0,20,7,1,0,0,0,1.0,0.571,0.429,spammail.net,0,1
3d3zb28mcl@mailme.one,0,21,10,1,0,0,0,0.9,0.6,0.4,mailme.one,0,1
6088180@mailnow.org,0,19,7,1,0,0,0,0.571,0.0,1.0,mailnow.org,0,1
rafael-silva@outlook.co,1,23,12,0,0,0,1,0.75,0.917,0.0,outlook.co,0,1
pedro12@hotmail.com,1,19,7,1,0,0,0,1.0,0.714,0.286,hotmail.com,1,0
luana_pereira@gmail.co,1,22,13,0,0,1,0,0.692,0.923,0.0,gmail.co,0,1
roberto810@terra.com.br,1,23,10,1,0,0,0,0.8,0.7,0.3,terra.com.br,1,0
411728@tempmail.com,0,19,6,1,0,0,0,0.833,0.0,1.0,tempmail.com,0,1
lucas-rodrigues@live.com,1,24,15,0,0,0,1,0.8,0.933,0.0,live.com,1,0
fernando_antunes@hotmial.com,1,28,16,0,0,1,0,0.688,0.938,0.0,hotmial.com,0,1
eduardo-carvalho@yaho.com,0,25,16,0,0,0,1,0.688,0.938,0.0,yaho.com,0,1
emoreira@bol.com.br,1,19,8,0,0,0,0,0.75,1.0,0.0,bol.com.br,1,0
laura16@gmail.co,0,16,7,1,0,0,0,0.857,0.714,0.286,gmail.co,0,1
126304916395@trashmail.com,0,26,12,1,0,0,0,0.667,0.0,1.0,trashmail.com,0,1
clara1@gmaill.com,1,17,6,1,0,0,0,0.833,0.833,0.167,gmaill.com,0,1
contact8267@tempmail.com,0,24,11,1,0,0,0,0.818,0.636,0.364,tempmail.com,0,1
isabela42@hotmail.com,1,21,9,1,0,0,0,0.889,0.778,0.222,hotmail.com,1,0
613144600@guerrillamail.com,0,27,9,1,0,0,0,0.556,0.0,1.0,guerrillamail.com,0,1
sp5ooa9c@trashmail.com,0,22,8,1,0,0,0,0.875,0.75,0.25,trashmail.com,0,1
roberto-assis@hotmail.com,1,25,13,0,0,0,1,0.692,0.923,0.0,hotmail.com,1,0
luana_santos@hotmial.com,1,24,12,0,0,1,0,0.667,0.917,0.0,hotmial.com,0,1
9208251339@mailcatch.com,0,24,10,1,0,0,0,0.7,0.0,1.0,mailcatch.com,0,1
pedro-lima.jr@gmx.com,1,21,13,0,1,0,1,0.923,0.846,0.0,gmx.com,0,1
joao@icloud.com,1,15,4,0,0,0,0,0.75,1.0,0.0,icloud.com,1,0
aline.carvalho.x@gmail.com,1,26,16,0,2,0,0,0.75,0.875,0.0,gmail.com,1,0
thiago@yahoo.com,1,16,6,0,0,0,0,1.0,1.0,0.0,yahoo.com,1,0
paula@gmx.com,1,13,5,0,0,0,0,0.8,1.0,0.0,gmx.com,0,1
luana221@gmaill.com,1,19,8,1,0,0,0,0.75,0.625,0.375,gmaill.com,0,1
ricardo.barros@mailnow.org,0,26,14,0,1,0,0,0.643,0.929,0.0,mailnow.org,0,1
paulao_araujo@mailtemp.org,0,26,13,0,0,1,0,0.615,0.923,0.0,mailtemp.org,0,1
688843@mailinator.com,0,21,6,1,0,0,0,0.667,0.0,1.0,mailinator.com,0,1
gl_rjtjrt2v2.@10minutemail.com,0,30,13,1,1,1,0,0.692,0.692,0.154,10minutemail.com,0,1
lucas@spammail.net,0,18,5,0,0,0,0,1.0,1.0,0.0,spammail.net,0,1
gustavo.nascimento@gmx.com,1,26,18,0,1,0,0,0.722,0.944,0.0,gmx.com,0,1
mailuser394@fake-mail.net,0,25,11,1,0,0,0,1.0,0.727,0.273,fake-mail.net,0,1
bruno_alves@outlook.com,1,23,11,0,0,1,0,1.0,0.909,0.0,outlook.com,1,0
rodrigo67@gmaill.com,0,20,9,1,0,0,0,0.778,0.778,0.222,gmaill.com,0,1
14291534@mailtemp.org,0,21,8,1,0,0,0,0.75,0.0,1.0,mailtemp.org,0,1
mribeiro@yaho.com,1,17,8,0,0,0,0,0.75,1.0,0.0,yaho.com,0,1
juliana_rocha@icloud.com,1,24,13,0,0,1,0,0.846,0.923,0.0,icloud.com,1,0
18n.1nz2z@tempmail.com,0,22,9,1,1,0,0,0.667,0.444,0.444,tempmail.com,0,1
99864376@spammail.net,0,21,8,1,0,0,0,0.75,0.0,1.0,spammail.net,0,1
qg6tuq54x1i548@trashmail.com,0,28,14,1,0,0,0,0.786,0.5,0.5,trashmail.com,0,1
232791916348@disposablemail.com,0,31,12,1,0,0,0,0.667,0.0,1.0,disposablemail.com,0,1
clara_martins@mailtemp.org,0,26,13,0,0,1,0,0.769,0.923,0.0,mailtemp.org,0,1
mariana.souza@mailcatch.com,0,27,13,0,1,0,0,0.769,0.923,0.0,mailcatch.com,0,1
nicolas-nascimento@gmail.com,1,28,18,0,0,0,1,0.611,0.944,0.0,gmail.com,1,0
yk3fdj2qsvl@tempmail.co,0,23,11,1,0,0,0,1.0,0.818,0.182,tempmail.co,0,1
acarvalho@mailtemp.org,0,22,9,0,0,0,0,0.778,1.0,0.0,mailtemp.org,0,1
958733641@yopmail.com,0,21,9,1,0,0,0,0.889,0.0,1.0,yopmail.com,0,1
antonio_mendes@yopmail.com,0,26,14,0,0,1,0,0.714,0.929,0.0,yopmail.com,0,1
support9297@randommail.xyz,0,26,11,1,0,0,0,0.818,0.636,0.364,randommail.xyz,0,1
mateus_cunha.x@gmx.com,1,22,14,0,1,1,0,0.857,0.857,0.0,gmx.com,0,1
cribeiro@yahoo.com,1,18,8,0,0,0,0,0.75,1.0,0.0,yahoo.com,1,0
maria_moreira@bol.com.br,1,24,13,0,0,1,0,0.538,0.923,0.0,bol.com.br,1,0
prodrigues@hotmial.com,1,22,10,0,0,0,0,0.9,1.0,0.0,hotmial.com,0,1
rafael-lima@icloud.com,1,22,11,0,0,0,1,0.727,0.909,0.0,icloud.com,1,0
gustavo77@hotmail.com,1,21,9,1,0,0,0,0.889,0.778,0.222,hotmail.com,1,0
aline852@mailinator.com,1,23,8,1,0,0,0,1.0,0.625,0.375,mailinator.com,0,1
test721@trashmail.com,0,21,7,1,0,0,0,0.857,0.571,0.429,trashmail.com,0,1
rodrigo76@yaho.com,0,18,9,1,0,0,0,0.778,0.778,0.222,yaho.com,0,1
spereira@outlook.co,1,19,8,0,0,0,0,0.75,1.0,0.0,outlook.co,0,1
laura-araujo@trashmail.com,1,26,12,0,0,0,1,0.583,0.917,0.0,trashmail.com,0,1
000115050@trashmail.com,0,23,9,1,0,0,0,0.333,0.0,1.0,trashmail.com,0,1
thiago.rodrigues@mailme.one,0,27,16,0,1,0,0,0.75,0.938,0.0,mailme.one,0,1
tcunha@hotmial.com,0,18,6,0,0,0,0,1.0,1.0,0.0,hotmial.com,0,1
gustavo-assis@yaho.com,0,22,13,0,0,0,1,0.692,0.923,0.0,yaho.com,0,1
luana89@yaho.com,0,16,7,1,0,0,0,0.857,0.714,0.286,yaho.com,0,1
gghohs5@tempmail.com,0,20,7,1,0,0,0,0.714,0.857,0.143,tempmail.com,0,1
user777@mailtemp.org,0,20,7,1,0,0,0,0.714,0.571,0.429,mailtemp.org,0,1
8265087@tempmail.com,0,20,7,1,0,0,0,0.857,0.0,1.0,tempmail.com,0,1
maria-martins@gmail.com,1,23,13,0,0,0,1,0.615,0.923,0.0,gmail.com,1,0
joao.moreira@hotmial.com,1,24,12,0,1,0,0,0.667,0.917,0.0,hotmial.com,0,1
sandra-alves@bol.com.br,1,23,12,0,0,0,1,0.75,0.917,0.0,bol.com.br,1,0
roberto@mailinator.com,0,22,7,0,0,0,0,0.714,1.0,0.0,mailinator.com,0,1
djis318a1mz@yopmail.com,0,23,11,1,0,0,0,0.909,0.636,0.364,yopmail.com,0,1
grodrigues@bol.com.br,1,21,10,0,0,0,0,0.8,1.0,0.0,bol.com.br,1,0
pht102f2ld524@mailinator.com,0,28,13,1,0,0,0,0.846,0.462,0.538,mailinator.com,0,1
fvieira@randommail.xyz,0,22,7,0,0,0,0,0.857,1.0,0.0,randommail.xyz,0,1
5950125118@guerrillamail.com,0,28,10,1,0,0,0,0.6,0.0,1.0,guerrillamail.com,0,1
debora.barros@gmail.co,1,22,13,0,1,0,0,0.615,0.923,0.0,gmail.co,0,1
pedro-borges@yopmail.com,1,24,12,0,0,0,1,0.75,0.917,0.0,yopmail.com,0,1
antonio_souza@hotmial.com,1,25,13,0,0,1,0,0.692,0.923,0.0,hotmial.com,0,1
lucas.lima@protonmail.com,1,25,10,0,1,0,0,0.8,0.9,0.0,protonmail.com,1,0
nrodrigues@yahoo.com,1,20,10,0,0,0,0,0.9,1.0,0.0,yahoo.com,1,0
569581@fake-mail.net,0,20,6,1,0,0,0,0.833,0.0,1.0,fake-mail.net,0,1
paula_araujo@trashmail.com,0,26,12,0,0,1,0,0.667,0.917,0.0,trashmail.com,0,1
luana.gomes@protonmail.com,1,26,11,0,1,0,0,0.909,0.909,0.0,protonmail.com,1,0
60245568@10minutemail.com,0,25,8,1,0,0,0,0.75,0.0,1.0,10minutemail.com,0,1
mateus_dias@aol.com,1,19,11,0,0,1,0,0.818,0.909,0.0,aol.com,1,0
lucas.ferreira@yaho.com,0,23,14,0,1,0,0,0.714,0.929,0.0,yaho.com,0,1
nicolas@tempmail.co,1,19,7,0,0,0,0,1.0,1.0,0.0,tempmail.co,0,1
krkioi4l8@10minutemail.com,0,26,9,1,0,0,0,0.778,0.778,0.222,10minutemail.com,0,1
help7228@tempmail.co,0,20,8,1,0,0,0,0.875,0.5,0.5,tempmail.co,0,1
343436@mailtemp.org,0,19,6,1,0,0,0,0.5,0.0,1.0,mailtemp.org,0,1
sofia.ferreira@fake-mail.net,0,28,14,0,1,0,0,0.571,0.929,0.0,fake-mail.net,0,1
fn-sqeov2gi5vo@tempmail.co,0,26,14,1,0,0,1,0.857,0.786,0.143,tempmail.co,0,1
isabela_ferreira.x@gmail.co,0,27,18,0,1,1,0,0.611,0.889,0.0,gmail.co,0,1
ana62@outlook.com,1,17,5,1,0,0,0,0.8,0.6,0.4,outlook.com,1,0
67534377@mailinator.com,0,23,8,1,0,0,0,0.625,0.0,1.0,mailinator.com,0,1
on9szj2rq@mailcatch.com,0,23,9,1,0,0,0,1.0,0.778,0.222,mailcatch.com,0,1
goliveira.jr@gmail.com,1,22,12,0,1,0,0,0.833,0.917,0.0,gmail.com,1,0
thiago.dias@outlok.com,1,22,11,0,1,0,0,0.818,0.909,0.0,outlok.com,0,1
rafael_pereira@gmaill.com,1,25,14,0,0,1,0,0.571,0.929,0.0,gmaill.com,0,1
carlos703@aol.com,1,17,9,1,0,0,0,1.0,0.667,0.333,aol.com,1,0
joao_barros@hotmail.com,1,23,11,0,0,1,0,0.636,0.909,0.0,hotmail.com,1,0
felipe_alves@gmx.com,1,20,12,0,0,1,0,0.75,0.917,0.0,gmx.com,0,1
help1089@randommail.xyz,0,23,8,1,0,0,0,1.0,0.5,0.5,randommail.xyz,0,1
13688691@spammail.net,0,21,8,1,0,0,0,0.625,0.0,1.0,spammail.net,0,1
felipe.antunes@icloud.com,1,25,14,0,1,0,0,0.786,0.929,0.0,icloud.com,1,0
4967141357@mailcatch.com,0,24,10,1,0,0,0,0.7,0.0,1.0,mailcatch.com,0,1
thiago_rocha@live.com,1,21,12,0,0,1,0,0.75,0.917,0.0,live.com,1,0
nicolas36@spammail.net,1,22,9,1,0,0,0,1.0,0.778,0.222,spammail.net,0,1
sfreitas@yahoo.com,1,18,8,0,0,0,0,0.875,1.0,0.0,yahoo.com,1,0
rodrigo.freitas@gmx.com,1,23,15,0,1,0,0,0.733,0.933,0.0,gmx.com,0,1
8143961@10minutemail.com,0,24,7,1,0,0,0,0.857,0.0,1.0,10minutemail.com,0,1
rafael475@live.com,1,18,9,1,0,0,0,0.889,0.667,0.333,live.com,1,0
ricardo@hotmial.com,1,19,7,0,0,0,0,0.857,1.0,0.0,hotmial.com,0,1
fernando.vieira@yaho.com,0,24,15,0,1,0,0,0.667,0.933,0.0,yaho.com,0,1
37572611981@yopmail.com,0,23,11,1,0,0,0,0.727,0.0,1.0,yopmail.com,0,1
u0332w04nxv50o@mailtemp.org,0,27,14,1,0,0,0,0.786,0.429,0.571,mailtemp.org,0,1
eduardo@gmail.co,1,16,7,0,0,0,0,0.857,1.0,0.0,gmail.co,0,1
rafael_rocha@gmail.com,1,22,12,0,0,1,0,0.75,0.917,0.0,gmail.com,1,0
